FILE_NAME,CATEGORY,SUPER_CATEGORY
eb4a8c7dd6e58e1333fb046653c3bc02cd1c8daf.jpg,Alcea_rosea,NaN
5ed03cc0ea9bb3127a61dead737e5252c8d684de.jpg,Aegopodium_podagraria,NaN
02903178502bd1b760dcec95d9ef2509607e7c29.jpg,Tagetes_patula,NaN
add91433e448d1d5670bd4f546c21b598d4e2e51.jpg,Lactuca_serriola,NaN
af1ce6884d5c67937f93bb0ccec58c61e7d40f79.jpg,Sedum_palmeri,NaN
96c2c14cb37ef686810c0c7ff60332acf10ecbd2.jpg,Centranthus_ruber,NaN
66726307867e93afaef13e9dcf60e8cfe68f7273.jpg,Sedum_clavatum,NaN
a8125003e0069512b7964e5ca63a946e95852150.jpg,Papaver_dubium,NaN
1bb27fbd911b9756705728b43af0ec902d9d2bdb.jpg,Hypericum_patulum,NaN
ddfd5deed97fb927e97e45583289ac694d7c3356.jpg,Trifolium_rubens,NaN
63ede0def24251f5934f1623335c414cc72b0e9c.jpg,Peperomia_polybotrya,NaN
2f6b0d2e50ddc699f5c63d0f826114c6f0622554.jpg,Aegopodium_podagraria,NaN
c18a2344894afad708a75f20d5df7e69b81bd82c.jpg,Cymbalaria_muralis,NaN
a92c6cf70f9d1ff7c999678476905d9c4e855a51.jpg,Alliaria_petiolata,NaN
0bf26fc1c24e1f44b2e2bce612af9a24e825fc56.jpg,Cucurbita_pepo,NaN
48e551f6c5af6e21160e516efd83d293ff5a2da4.jpg,Fragaria_vesca,NaN
332c4eb296ee589e6d4ae346ba7e94f1b11169b0.jpg,Anthericum_liliago,NaN
8a6f71d796adc912e455db969972584f5ca1304a.jpg,Trifolium_pratense,NaN
d1f64179ee1c759de6312887a1e69c65c282d148.jpg,Trifolium_arvense,NaN
c33eb463415362ef46b620c70a8efdd8db5b9f59.jpg,Papaver_orientale,NaN
3391ad7427804da36d66cb18c736d6abf9f4287b.jpg,Crotalaria_pallida,NaN
00506b54bdf33e04b99211a269fe5117bd7a220b.jpg,Ophrys_apifera,NaN
4633df2f8aaceeeb4c2d60962f2e89a0f8bb0df2.jpg,Trifolium_stellatum,NaN
259381bd6682162d2c07ad26d7cf9f55aa4eb0c7.jpg,Pancratium_maritimum,NaN
2f43bd93caac18ba3d68e214a7c6cd0f1772316a.jpg,Cirsium_vulgare,NaN
406ab08ff2d5db0f1c79497eb32e418bd6f66989.jpg,Anemone_nemorosa,NaN
aa7c204088d21d46883c8a83f964e03b755adec8.jpg,Cirsium_vulgare,NaN
31a58ce65cf0653bcd8260a5d703136f1e6f52cd.jpg,Anemone_nemorosa,NaN
8021f9633b7e5222d204ee8efb86a2b56c25b67d.jpg,Hypericum_hircinum,NaN
fd2626a5690c173bb46ed8cfa741710b325ded6c.jpg,Melilotus_albus,NaN
a2ae97e7776b5aa91388a3bd77d45cf16b6ff7f8.jpg,Anemone_apennina,NaN
c22b4979f4d424983b87a7b67c83cc25c13632e8.jpg,Centranthus_ruber,NaN
9b8c5ec4362038856c31665b650b53260b5b35f0.jpg,Tradescantia_fluminensis,NaN
51e74ec482d2f034c602c7146e933e1096aa9123.jpg,Cirsium_arvense,NaN
629d277c7b63bf7cf60488cb35270d1bbdce3a37.jpg,Lamium_purpureum,NaN
bbdd48deff4f2c5150038fcb2c5954f5178ea623.jpg,Hypericum_androsaemum,NaN
e37fca8505c1f57d72d56ca0c75e0998df0715a3.jpg,Pelargonium_zonale,NaN
3fdff305f699d193405e2c15006381dc51aa2918.jpg,Fragaria_vesca,NaN
af44e1b251b0f41cd925a7a59901eeabc20ae67b.jpg,Cirsium_arvense,NaN
7d0973b4cf94ed2671c939607579a4af2868a2ef.jpg,Lamium_hybridum,NaN
2255855eb8e318e1a0a88276a8c7130e79021ed7.jpg,Cucurbita_pepo,NaN
94075b3cdedc920d33eca03e057ae125ca02c33d.jpg,Anemone_hupehensis,NaN
45f28c260f524cbcc70d7d80be2ce87b87ea01d8.jpg,Mercurialis_perennis,NaN
c959f54213d3a124f560ec82130f7411ea338183.jpg,Pelargonium_peltatum,NaN
45c1d5857f5b77adeefaf5d7e34891ecc0bd32b2.jpg,Trifolium_pratense,NaN
36754d1c9e81e61da07e0385419c541242131d19.jpg,Alocasia_macrorrhizos,NaN
21f037d195816ee07afbed46a05f2e8a97e760ea.jpg,Sedum_adolphii,NaN
74c2f915952d63a54a471eba14a42b8e5c88389e.jpg,Atocion_rupestre,NaN
70f420f0e90f8cc05a6e945ffb22151f857ad6d6.jpg,Anemone_sylvestris,NaN
b3f7071d7b2518d816a75c3036694a587ecc5e09.jpg,Trifolium_pratense,NaN
db830673f4b1389c051b197cb1ffb68ea4525b06.jpg,Centranthus_angustifolius,NaN
d7dfaf7178569e5dc17cd0dbc8f323cb3dfd3e3c.jpg,Epipactis_atrorubens,NaN
127748d5f22d6ed5bd45592a95d06e7070d3408c.jpg,Cirsium_arvense,NaN
40ac53499768595deb62a073cb85cd52b426e6be.jpg,Lamium_maculatum,NaN
c201e801617bbb5915781373ced27a7a61f97f57.jpg,Illicium_verum,NaN
3a6fa9be3f27a5df7c6bdabea1c87af2cf5d4c80.jpg,Sedum_album,NaN
fd14e5f2315c9921067afe13d618807a8241870a.jpg,Anemone_hupehensis,NaN
3ff2f837323852038716fee02a88622292059abd.jpg,Daucus_carota,NaN
e18e5e2a4caf1b8d1a3d1f9776af06f21c76599b.jpg,Cirsium_palustre,NaN
6f29f6af617381bf77dca9c3f520e950b0d1425a.jpg,Lamium_album,NaN
2362e87a0ea56231725f583034a31ecc6f886719.jpg,Sedum_dasyphyllum,NaN
c1505373c97e7967ed5d946c90c894fa30a0efff.jpg,Sedum_nussbaumerianum,NaN
13d71a3e558932413df61e5b038015df44202153.jpg,Sedum_acre,NaN
83125566fd693aa38ad1f6dbce0a10d532325d8e.jpg,Trifolium_campestre,NaN
144d8a78dd039b489d894586a8e6d86397924527.jpg,Fragaria_vesca,NaN
